Touristic concept;National Total;Autonomous Communities and Cities;Traveller's residence;Periodo;Total
Average stay;National Total;11 Extremadura;Total;2018M01;2
Average stay;National Total;11 Extremadura;Residents in Spain;2024M09;""
Average stay;National Total;11 Extremadura;Residents in Spain;2024M08;""
Average stay;National Total;11 Extremadura;Residents in Spain;2024M07;""
Average stay;National Total;11 Extremadura;Residents in Spain;2024M06;2,1
Average stay;National Total;11 Extremadura;Residents in Spain;2024M05;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2024M04;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2024M03;2,5
Average stay;National Total;11 Extremadura;Residents in Spain;2024M02;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2024M01;2,2
Average stay;National Total;11 Extremadura;Residents in Spain;2023M12;2,6
Average stay;National Total;11 Extremadura;Residents in Spain;2023M11;2,4
Average stay;National Total;11 Extremadura;Residents in Spain;2023M10;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2023M09;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2023M08;2,4
Average stay;National Total;11 Extremadura;Residents in Spain;2023M07;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2023M06;2,2
Average stay;National Total;11 Extremadura;Residents in Spain;2023M05;2,4
Average stay;National Total;11 Extremadura;Residents in Spain;2023M04;2,6
Average stay;National Total;11 Extremadura;Residents in Spain;2023M03;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2023M02;2,4
Average stay;National Total;11 Extremadura;Residents in Spain;2023M01;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2022M12;2,5
Average stay;National Total;11 Extremadura;Residents in Spain;2022M11;2,2
Average stay;National Total;11 Extremadura;Residents in Spain;2022M10;2,5
Average stay;National Total;11 Extremadura;Residents in Spain;2022M09;2,1
Average stay;National Total;11 Extremadura;Residents in Spain;2022M08;2,6
Average stay;National Total;11 Extremadura;Residents in Spain;2022M07;2,1
Average stay;National Total;11 Extremadura;Residents in Spain;2022M06;2,4
Average stay;National Total;11 Extremadura;Residents in Spain;2022M05;2,2
Average stay;National Total;11 Extremadura;Residents in Spain;2022M04;2,5
Average stay;National Total;11 Extremadura;Residents in Spain;2022M03;2,2
Average stay;National Total;11 Extremadura;Residents in Spain;2022M02;2,5
Average stay;National Total;11 Extremadura;Residents in Spain;2022M01;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2021M12;2,2
Average stay;National Total;11 Extremadura;Residents in Spain;2021M11;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2021M10;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2021M09;2,4
Average stay;National Total;11 Extremadura;Residents in Spain;2021M08;2,6
Average stay;National Total;11 Extremadura;Residents in Spain;2021M07;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2021M06;2
Average stay;National Total;11 Extremadura;Residents in Spain;2021M05;2
Average stay;National Total;11 Extremadura;Residents in Spain;2021M04;2
Average stay;National Total;11 Extremadura;Residents in Spain;2021M03;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2021M02;2
Average stay;National Total;11 Extremadura;Residents in Spain;2021M01;..
Average stay;National Total;11 Extremadura;Residents in Spain;2020M12;2
Average stay;National Total;11 Extremadura;Residents in Spain;2020M11;2
Average stay;National Total;11 Extremadura;Residents in Spain;2020M10;2
Average stay;National Total;11 Extremadura;Residents in Spain;2020M09;2,7
Average stay;National Total;11 Extremadura;Residents in Spain;2020M08;2,7
Average stay;National Total;11 Extremadura;Residents in Spain;2020M07;2,5
Average stay;National Total;11 Extremadura;Residents in Spain;2020M06;3
Average stay;National Total;11 Extremadura;Residents in Spain;2020M05;..
Average stay;National Total;11 Extremadura;Residents in Spain;2020M04;..
Average stay;National Total;11 Extremadura;Residents in Spain;2020M03;3
Average stay;National Total;11 Extremadura;Residents in Spain;2020M02;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2020M01;2
Average stay;National Total;11 Extremadura;Residents in Spain;2019M12;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2019M11;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2019M10;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2019M09;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2019M08;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2019M07;2
Average stay;National Total;11 Extremadura;Residents in Spain;2019M06;1,8
Average stay;National Total;11 Extremadura;Residents in Spain;2019M05;2
Average stay;National Total;11 Extremadura;Residents in Spain;2019M04;2,2
Average stay;National Total;11 Extremadura;Residents in Spain;2019M03;1,8
Average stay;National Total;11 Extremadura;Residents in Spain;2019M02;2,5
Average stay;National Total;11 Extremadura;Residents in Spain;2019M01;2
Average stay;National Total;11 Extremadura;Residents in Spain;2018M12;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2018M11;2
Average stay;National Total;11 Extremadura;Residents in Spain;2018M10;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2018M09;2
Average stay;National Total;11 Extremadura;Residents in Spain;2018M08;2,2
Average stay;National Total;11 Extremadura;Residents in Spain;2018M07;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2018M06;2
Average stay;National Total;11 Extremadura;Residents in Spain;2018M05;1,7
Average stay;National Total;11 Extremadura;Residents in Spain;2018M04;2,3
Average stay;National Total;11 Extremadura;Residents in Spain;2018M03;2,7
Average stay;National Total;11 Extremadura;Residents in Spain;2018M02;2
Average stay;National Total;11 Extremadura;Residents in Spain;2018M01;1,5
Average stay;National Total;11 Extremadura;Residents abroad;2024M09;""
Average stay;National Total;11 Extremadura;Residents abroad;2024M08;""
Average stay;National Total;11 Extremadura;Residents abroad;2024M07;""
Average stay;National Total;11 Extremadura;Residents abroad;2024M06;2,2
Average stay;National Total;11 Extremadura;Residents abroad;2024M05;2,7
Average stay;National Total;11 Extremadura;Residents abroad;2024M04;2,7
Average stay;National Total;11 Extremadura;Residents abroad;2024M03;2,6
Average stay;National Total;11 Extremadura;Residents abroad;2024M02;2,3
Average stay;National Total;11 Extremadura;Residents abroad;2024M01;2,4
Average stay;National Total;11 Extremadura;Residents abroad;2023M12;..
Average stay;National Total;11 Extremadura;Residents abroad;2023M11;..
Average stay;National Total;11 Extremadura;Residents abroad;2023M10;2
Average stay;National Total;11 Extremadura;Residents abroad;2023M09;4
Average stay;National Total;11 Extremadura;Residents abroad;2023M08;2
Average stay;National Total;11 Extremadura;Residents abroad;2023M07;3
Average stay;National Total;11 Extremadura;Residents abroad;2023M06;3
Average stay;National Total;11 Extremadura;Residents abroad;2023M05;2
Average stay;National Total;11 Extremadura;Residents abroad;2023M04;2,5
Average stay;National Total;11 Extremadura;Residents abroad;2023M03;..
Average stay;National Total;11 Extremadura;Residents abroad;2023M02;..
Average stay;National Total;11 Extremadura;Residents abroad;2023M01;..
Average stay;National Total;11 Extremadura;Residents abroad;2022M12;..
Average stay;National Total;11 Extremadura;Residents abroad;2022M11;..
Average stay;National Total;11 Extremadura;Residents abroad;2022M10;3
Average stay;National Total;11 Extremadura;Residents abroad;2022M09;3
Average stay;National Total;11 Extremadura;Residents abroad;2022M08;4
Average stay;National Total;11 Extremadura;Residents abroad;2022M07;3
Average stay;National Total;11 Extremadura;Residents abroad;2022M06;3
Average stay;National Total;11 Extremadura;Residents abroad;2022M05;3
Average stay;National Total;11 Extremadura;Residents abroad;2022M04;4
Average stay;National Total;11 Extremadura;Residents abroad;2022M03;..
Average stay;National Total;11 Extremadura;Residents abroad;2022M02;..
Average stay;National Total;11 Extremadura;Residents abroad;2022M01;..
Average stay;National Total;11 Extremadura;Residents abroad;2021M12;..
Average stay;National Total;11 Extremadura;Residents abroad;2021M11;..
Average stay;National Total;11 Extremadura;Residents abroad;2021M10;..
Average stay;National Total;11 Extremadura;Residents abroad;2021M09;..
Average stay;National Total;11 Extremadura;Residents abroad;2021M08;..
Average stay;National Total;11 Extremadura;Residents abroad;2021M07;..
Average stay;National Total;11 Extremadura;Residents abroad;2021M06;..
Average stay;National Total;11 Extremadura;Residents abroad;2021M05;..
Average stay;National Total;11 Extremadura;Residents abroad;2021M04;..
Average stay;National Total;11 Extremadura;Residents abroad;2021M03;..
Average stay;National Total;11 Extremadura;Residents abroad;2021M02;..
Average stay;National Total;11 Extremadura;Residents abroad;2021M01;..
Average stay;National Total;11 Extremadura;Residents abroad;2020M12;..
Average stay;National Total;11 Extremadura;Residents abroad;2020M11;..
Average stay;National Total;11 Extremadura;Residents abroad;2020M10;..
Average stay;National Total;11 Extremadura;Residents abroad;2020M09;..
Average stay;National Total;11 Extremadura;Residents abroad;2020M08;..
Average stay;National Total;11 Extremadura;Residents abroad;2020M07;..
Average stay;National Total;11 Extremadura;Residents abroad;2020M06;..
Average stay;National Total;11 Extremadura;Residents abroad;2020M05;..
Average stay;National Total;11 Extremadura;Residents abroad;2020M04;..
Average stay;National Total;11 Extremadura;Residents abroad;2020M03;..
Average stay;National Total;11 Extremadura;Residents abroad;2020M02;..
Average stay;National Total;11 Extremadura;Residents abroad;2020M01;..
Average stay;National Total;11 Extremadura;Residents abroad;2019M12;..
Average stay;National Total;11 Extremadura;Residents abroad;2019M11;..
Average stay;National Total;11 Extremadura;Residents abroad;2019M10;..
Average stay;National Total;11 Extremadura;Residents abroad;2019M09;..
Average stay;National Total;11 Extremadura;Residents abroad;2019M08;3
Average stay;National Total;11 Extremadura;Residents abroad;2019M07;..
Average stay;National Total;11 Extremadura;Residents abroad;2019M06;..
Average stay;National Total;11 Extremadura;Residents abroad;2019M05;..
Average stay;National Total;11 Extremadura;Residents abroad;2019M04;3
Average stay;National Total;11 Extremadura;Residents abroad;2019M03;..
Average stay;National Total;11 Extremadura;Residents abroad;2019M02;..
Average stay;National Total;11 Extremadura;Residents abroad;2019M01;..
Average stay;National Total;11 Extremadura;Residents abroad;2018M12;..
Average stay;National Total;11 Extremadura;Residents abroad;2018M11;..
Average stay;National Total;11 Extremadura;Residents abroad;2018M10;..
Average stay;National Total;11 Extremadura;Residents abroad;2018M09;..
Average stay;National Total;11 Extremadura;Residents abroad;2018M08;..
Average stay;National Total;11 Extremadura;Residents abroad;2018M07;..
Average stay;National Total;11 Extremadura;Residents abroad;2018M06;..
Average stay;National Total;11 Extremadura;Residents abroad;2018M05;..
Average stay;National Total;11 Extremadura;Residents abroad;2018M04;..
Average stay;National Total;11 Extremadura;Residents abroad;2018M03;..
Average stay;National Total;11 Extremadura;Residents abroad;2018M02;..
Average stay;National Total;11 Extremadura;Residents abroad;2018M01;..
Average stay;National Total;12 Galicia;Total;2024M09;""
Average stay;National Total;12 Galicia;Total;2024M08;""
Average stay;National Total;12 Galicia;Total;2024M07;""
Average stay;National Total;12 Galicia;Total;2024M06;3
Average stay;National Total;12 Galicia;Total;2024M05;2,5
Average stay;National Total;12 Galicia;Total;2024M04;2,5
Average stay;National Total;12 Galicia;Total;2024M03;3
Average stay;National Total;12 Galicia;Total;2024M02;3,1
Average stay;National Total;12 Galicia;Total;2024M01;3,2
Average stay;National Total;12 Galicia;Total;2023M12;3
Average stay;National Total;12 Galicia;Total;2023M11;2,9
Average stay;National Total;12 Galicia;Total;2023M10;2,8
Average stay;National Total;12 Galicia;Total;2023M09;3,1
Average stay;National Total;12 Galicia;Total;2023M08;4,4
Average stay;National Total;12 Galicia;Total;2023M07;4,3
Average stay;National Total;12 Galicia;Total;2023M06;3,1
Average stay;National Total;12 Galicia;Total;2023M05;2,6
Average stay;National Total;12 Galicia;Total;2023M04;2,8
Average stay;National Total;12 Galicia;Total;2023M03;3,1
Average stay;National Total;12 Galicia;Total;2023M02;2,9
Average stay;National Total;12 Galicia;Total;2023M01;3,1
Average stay;National Total;12 Galicia;Total;2022M12;3,1
Average stay;National Total;12 Galicia;Total;2022M11;3,2
Average stay;National Total;12 Galicia;Total;2022M10;3
Average stay;National Total;12 Galicia;Total;2022M09;3,2
Average stay;National Total;12 Galicia;Total;2022M08;4,5
Average stay;National Total;12 Galicia;Total;2022M07;4,3
Average stay;National Total;12 Galicia;Total;2022M06;3,2
Average stay;National Total;12 Galicia;Total;2022M05;2,8
Average stay;National Total;12 Galicia;Total;2022M04;3,1
Average stay;National Total;12 Galicia;Total;2022M03;3
Average stay;National Total;12 Galicia;Total;2022M02;3,1
Average stay;National Total;12 Galicia;Total;2022M01;3,4
Average stay;National Total;12 Galicia;Total;2021M12;3,3
Average stay;National Total;12 Galicia;Total;2021M11;3
Average stay;National Total;12 Galicia;Total;2021M10;2,8
Average stay;National Total;12 Galicia;Total;2021M09;3,3
Average stay;National Total;12 Galicia;Total;2021M08;4,5
Average stay;National Total;12 Galicia;Total;2021M07;4,3
Average stay;National Total;12 Galicia;Total;2021M06;3,2
Average stay;National Total;12 Galicia;Total;2021M05;3
Average stay;National Total;12 Galicia;Total;2021M04;2,8
Average stay;National Total;12 Galicia;Total;2021M03;2,7
Average stay;National Total;12 Galicia;Total;2021M02;4
Average stay;National Total;12 Galicia;Total;2021M01;4
Average stay;National Total;12 Galicia;Total;2020M12;3,7
Average stay;National Total;12 Galicia;Total;2020M11;4,5
Average stay;National Total;12 Galicia;Total;2020M10;3
Average stay;National Total;12 Galicia;Total;2020M09;3,5
Average stay;National Total;12 Galicia;Total;2020M08;4,8
Average stay;National Total;12 Galicia;Total;2020M07;4,5
Average stay;National Total;12 Galicia;Total;2020M06;3,6
Average stay;National Total;12 Galicia;Total;2020M05;4
